#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 02 09 23 00 300 15.0 17.1 99.00 99.00 99.00 999 1031.8  -2.1 999.0 -21.6 99.0 99.00
2019 02 10 00 00 299 11.0 12.4 99.00 99.00 99.00 999 1033.2  -2.4 999.0 -20.0 99.0 99.00
2019 02 10 01 00 297 11.2 12.1 99.00 99.00 99.00 999 1033.2  -2.9 999.0 -21.9 99.0 99.00
2019 02 10 02 00 295  9.5 11.2 99.00 99.00 99.00 999 1034.0  -3.2 999.0 -19.3 99.0 99.00
2019 02 10 03 00 292 11.5 13.5 99.00 99.00 99.00 999 1034.3  -3.6 999.0 -21.6 99.0 99.00
2019 02 10 04 00 283  8.8  9.4 99.00 99.00 99.00 999 1035.0  -3.7 999.0 -18.5 99.0 99.00
2019 02 10 05 00 272  9.8 11.5 99.00 99.00 99.00 999 1035.0  -3.7 999.0 -19.1 99.0 99.00
2019 02 10 06 00 268 11.7 13.6 99.00 99.00 99.00 999 1034.9  -4.0 999.0 -17.1 99.0 99.00
2019 02 10 07 00 267 10.8 11.6 99.00 99.00 99.00 999 1035.1  -4.3 999.0 -17.4 99.0 99.00
2019 02 10 08 00 265  9.7 11.0 99.00 99.00 99.00 999 1034.3  -4.4 999.0 -17.6 99.0 99.00
2019 02 10 09 00 262 10.2 11.7 99.00 99.00 99.00 999 1034.0  -4.5 999.0 -16.3 99.0 99.00
2019 02 10 10 00 270  8.8 10.5 99.00 99.00 99.00 999 1033.9  -5.0 999.0 -16.4 99.0 99.00
2019 02 10 11 00 269  9.1 10.7 99.00 99.00 99.00 999 1033.8  -5.2 999.0 -16.3 99.0 99.00
2019 02 10 12 00 267  8.7  9.9 99.00 99.00 99.00 999 1033.9  -5.4 999.0 -15.9 99.0 99.00
2019 02 10 13 00 271 10.2 12.1 99.00 99.00 99.00 999 1034.2  -5.5 999.0 -16.7 99.0 99.00
2019 02 10 14 00 273 13.3 15.3 99.00 99.00 99.00 999 1033.1  -5.5 999.0 -17.3 99.0 99.00
2019 02 10 15 00 279 11.7 12.6 99.00 99.00 99.00 999 1032.8  -4.6 999.0 -17.3 99.0 99.00
2019 02 10 16 00 286 12.0 13.8 99.00 99.00 99.00 999 1032.1  -3.8 999.0 -18.6 99.0 99.00
2019 02 10 17 00 297 11.6 12.5 99.00 99.00 99.00 999 1031.2  -3.1 999.0 -18.4 99.0 99.00
2019 02 10 18 00 288  8.1  9.7 99.00 99.00 99.00 999 1030.0  -2.5 999.0 -19.5 99.0 99.00
2019 02 10 19 00 282  7.1  8.3 99.00 99.00 99.00 999 1029.4  -1.7 999.0 -18.0 99.0 99.00
2019 02 10 20 00 287 11.4 12.7 99.00 99.00 99.00 999 1029.0  -1.0 999.0 -19.7 99.0 99.00
2019 02 10 21 00 289  8.5  9.7 99.00 99.00 99.00 999 1029.0  -0.5 999.0 -18.1 99.0 99.00
2019 02 10 22 00 300  7.8  8.8 99.00 99.00 99.00 999 1028.3  -0.6 999.0 -17.7 99.0 99.00
2019 02 10 23 00 294  7.2  8.2 99.00 99.00 99.00 999 1028.5  -0.8 999.0 -15.9 99.0 99.00
2019 02 11 00 00 279  8.4  8.9 99.00 99.00 99.00 999 1028.1  -1.2 999.0 -15.2 99.0 99.00
2019 02 11 01 00 293  8.0  9.1 99.00 99.00 99.00 999 1028.2  -1.4 999.0 -14.0 99.0 99.00
2019 02 11 02 00 287  6.2  6.9 99.00 99.00 99.00 999 1027.8  -1.7 999.0 -13.8 99.0 99.00
2019 02 11 03 00 283  6.3  6.8 99.00 99.00 99.00 999 1027.6  -1.8 999.0 -14.0 99.0 99.00
2019 02 11 04 00 266  7.5  8.7 99.00 99.00 99.00 999 1027.4  -1.9 999.0 -13.2 99.0 99.00
2019 02 11 05 00 272  8.5 10.3 99.00 99.00 99.00 999 1026.8  -2.2 999.0 -12.7 99.0 99.00
2019 02 11 06 00 285  8.9 10.5 99.00 99.00 99.00 999 1026.3  -2.8 999.0 -13.3 99.0 99.00
2019 02 11 07 00 292 10.9 11.9 99.00 99.00 99.00 999 1025.8  -3.1 999.0 -15.1 99.0 99.00
2019 02 11 08 00 309  8.6 10.0 99.00 99.00 99.00 999 1025.6  -3.7 999.0 -15.3 99.0 99.00
2019 02 11 09 00 309  8.2  9.7 99.00 99.00 99.00 999 1026.0  -3.9 999.0 -13.8 99.0 99.00
2019 02 11 10 00 311  9.8 10.7 99.00 99.00 99.00 999 1025.7  -4.3 999.0 -14.5 99.0 99.00
2019 02 11 11 00 319  7.2  8.3 99.00 99.00 99.00 999 1025.5  -4.5 999.0 -13.8 99.0 99.00
2019 02 11 12 00 312  7.9  9.1 99.00 99.00 99.00 999 1026.1  -4.7 999.0 -13.0 99.0 99.00
2019 02 11 13 00 311  8.8  9.9 99.00 99.00 99.00 999 1026.6  -4.8 999.0 -13.7 99.0 99.00
2019 02 11 14 00 302  7.0  8.1 99.00 99.00 99.00 999 1026.6  -4.7 999.0 -14.3 99.0 99.00
2019 02 11 15 00 317  4.4  5.0 99.00 99.00 99.00 999 1026.7  -4.4 999.0 -15.1 99.0 99.00
2019 02 11 16 00 334  3.7  4.4 99.00 99.00 99.00 999 1026.6  -3.7 999.0 -16.9 99.0 99.00
2019 02 11 17 00 290  4.1  5.5 99.00 99.00 99.00 999 1026.0  -3.0 999.0 -17.8 99.0 99.00
2019 02 11 18 00 320  5.4  6.6 99.00 99.00 99.00 999 1025.3  -2.1 999.0 -17.2 99.0 99.00
2019 02 11 19 00 325  6.3  7.3 99.00 99.00 99.00 999 1024.9  -1.4 999.0 -17.2 99.0 99.00
2019 02 11 20 00 320  6.1  7.0 99.00 99.00 99.00 999 1024.8  -1.0 999.0 -17.0 99.0 99.00
2019 02 11 21 00 312  8.2  9.0 99.00 99.00 99.00 999 1024.9  -1.1 999.0 -19.1 99.0 99.00
2019 02 11 22 00 292  7.2  8.4 99.00 99.00 99.00 999 1025.5  -1.0 999.0 -18.3 99.0 99.00
2019 02 11 23 00 309  9.4  9.8 99.00 99.00 99.00 999 1026.1  -1.3 999.0 -19.6 99.0 99.00
2019 02 12 00 00 320  9.2 10.8 99.00 99.00 99.00 999 1027.1  -1.8 999.0 -17.5 99.0 99.00
2019 02 12 01 00 332 10.1 11.3 99.00 99.00 99.00 999 1028.0  -2.6 999.0 -18.9 99.0 99.00
2019 02 12 02 00 333  9.8 11.7 99.00 99.00 99.00 999 1028.9  -3.4 999.0 -19.4 99.0 99.00
2019 02 12 03 00 344  7.9  9.1 99.00 99.00 99.00 999 1029.7  -4.4 999.0 -18.9 99.0 99.00
2019 02 12 04 00 335  6.4  7.3 99.00 99.00 99.00 999 1029.8  -4.9 999.0 -19.7 99.0 99.00
2019 02 12 05 00 325  7.5  8.3 99.00 99.00 99.00 999 1030.2  -5.7 999.0 -19.2 99.0 99.00
2019 02 12 06 00 343  6.1  7.5 99.00 99.00 99.00 999 1030.8  -6.4 999.0 -19.1 99.0 99.00
2019 02 12 07 00   7  8.3  9.4 99.00 99.00 99.00 999 1031.4  -6.6 999.0 -18.4 99.0 99.00
2019 02 12 08 00  20  8.3  9.8 99.00 99.00 99.00 999 1031.2  -6.4 999.0 -17.5 99.0 99.00
2019 02 12 09 00   6  5.9  6.7 99.00 99.00 99.00 999 1031.9  -6.8 999.0 -15.5 99.0 99.00
2019 02 12 10 00  22  7.3  9.0 99.00 99.00 99.00 999 1032.2  -7.0 999.0 -15.7 99.0 99.00
2019 02 12 11 00  20  7.2  8.5 99.00 99.00 99.00 999 1031.7  -7.3 999.0 -15.1 99.0 99.00
2019 02 12 12 00  37  7.6  8.8 99.00 99.00 99.00 999 1031.9  -7.0 999.0 -14.1 99.0 99.00
2019 02 12 13 00  38  7.0  8.0 99.00 99.00 99.00 999 1032.8  -6.6 999.0 -12.9 99.0 99.00
2019 02 12 14 00  36  7.0  7.9 99.00 99.00 99.00 999 1032.8  -6.5 999.0 -11.7 99.0 99.00
2019 02 12 15 00  40  7.1  8.3 99.00 99.00 99.00 999 1031.9  -6.3 999.0 -11.1 99.0 99.00
2019 02 12 16 00  46  6.5  7.6 99.00 99.00 99.00 999 1031.6  -5.9 999.0  -9.5 99.0 99.00
2019 02 12 17 00  44  5.7  7.1 99.00 99.00 99.00 999 1031.0  -5.2 999.0  -8.0 99.0 99.00
2019 02 12 18 00  58  6.4  7.5 99.00 99.00 99.00 999 1029.7  -4.5 999.0  -6.6 99.0 99.00
2019 02 12 19 00  68  8.1  8.5 99.00 99.00 99.00 999 1028.5  -4.0 999.0  -5.6 99.0 99.00
2019 02 12 20 00  74  7.6  8.5 99.00 99.00 99.00 999 1027.4  -3.1 999.0  -5.4 99.0 99.00
2019 02 12 21 00  88  8.1  9.3 99.00 99.00 99.00 999 1025.8  -2.1 999.0  -4.4 99.0 99.00
2019 02 12 22 00  80  9.2 10.1 99.00 99.00 99.00 999 1024.7  -2.2 999.0  -2.8 99.0 99.00
2019 02 12 23 00  92 11.8 12.6 99.00 99.00 99.00 999 1023.4  -1.8 999.0  -1.9 99.0 99.00
2019 02 13 00 00  92 13.2 14.3 99.00 99.00 99.00 999 1021.7  -1.0 999.0  -1.0 99.0 99.00
2019 02 13 01 00  94 13.3 14.2 99.00 99.00 99.00 999 1020.5  -0.5 999.0  -0.5 99.0 99.00
2019 02 13 02 00  87 17.7 19.6 99.00 99.00 99.00 999 1017.2  -0.4 999.0 999.0 99.0 99.00
2019 02 13 03 00  88 14.9 16.8 99.00 99.00 99.00 999 1016.6   0.0 999.0   0.0 99.0 99.00
2019 02 13 04 00  84 15.5 16.6 99.00 99.00 99.00 999 1013.9   0.7 999.0   0.7 99.0 99.00
2019 02 13 05 00  87 15.7 17.2 99.00 99.00 99.00 999 1010.7   1.9 999.0   1.9 99.0 99.00
2019 02 13 06 00  84 14.6 16.1 99.00 99.00 99.00 999 1009.3   2.3 999.0   2.3 99.0 99.00
2019 02 13 07 00  81 15.4 17.5 99.00 99.00 99.00 999 1005.6   2.8 999.0   2.8 99.0 99.00
2019 02 13 08 00  64 14.0 15.8 99.00 99.00 99.00 999 1002.9   2.9 999.0   2.9 99.0 99.00
2019 02 13 09 00  50 14.8 16.1 99.00 99.00 99.00 999  999.8   3.1 999.0   3.1 99.0 99.00
2019 02 13 10 00  44 16.1 17.5 99.00 99.00 99.00 999  996.9   3.2 999.0   3.2 99.0 99.00
2019 02 13 11 00  18 13.0 15.4 99.00 99.00 99.00 999  997.7   3.1 999.0   3.1 99.0 99.00
2019 02 13 12 00  17 16.8 19.5 99.00 99.00 99.00 999  996.2   2.2 999.0   2.2 99.0 99.00
2019 02 13 13 00   5 14.3 16.5 99.00 99.00 99.00 999  997.4   0.4 999.0   0.4 99.0 99.00
2019 02 13 14 00 348 12.2 14.1 99.00 99.00 99.00 999  997.6  -0.2 999.0  -0.2 99.0 99.00
2019 02 13 15 00 324  6.8  8.3 99.00 99.00 99.00 999  997.7   0.0 999.0  -0.8 99.0 99.00
2019 02 13 16 00 306  9.4 10.5 99.00 99.00 99.00 999  997.8  -0.5 999.0  -1.7 99.0 99.00
2019 02 13 17 00 290  9.0  9.8 99.00 99.00 99.00 999  998.1  -0.3 999.0  -1.9 99.0 99.00
2019 02 13 18 00 289  7.2  8.2 99.00 99.00 99.00 999  997.6   0.5 999.0  -2.3 99.0 99.00
2019 02 13 19 00 281  5.0  6.4 99.00 99.00 99.00 999  998.4   1.4 999.0  -1.3 99.0 99.00
2019 02 13 20 00 273  6.8  7.6 99.00 99.00 99.00 999  999.2   2.7 999.0  -1.7 99.0 99.00
2019 02 13 21 00 267  7.1  8.5 99.00 99.00 99.00 999  999.7   3.6 999.0  -1.1 99.0 99.00
2019 02 13 22 00 269  6.7  7.4 99.00 99.00 99.00 999 1000.7   3.6 999.0  -1.4 99.0 99.00
2019 02 13 23 00 278  7.0  7.7 99.00 99.00 99.00 999 1001.5   2.9 999.0  -1.0 99.0 99.00
2019 02 14 00 00 275  8.1  9.1 99.00 99.00 99.00 999 1002.3   2.2 999.0  -4.1 99.0 99.00
2019 02 14 01 00 259  8.1  9.2 99.00 99.00 99.00 999 1002.8   2.0 999.0  -4.1 99.0 99.00
2019 02 14 02 00 259  9.8 11.3 99.00 99.00 99.00 999 1003.3   1.7 999.0  -5.5 99.0 99.00
2019 02 14 03 00 265 12.2 14.2 99.00 99.00 99.00 999 1003.4   1.3 999.0  -7.1 99.0 99.00
2019 02 14 04 00 275 10.7 13.8 99.00 99.00 99.00 999 1004.0   0.7 999.0  -7.8 99.0 99.00
2019 02 14 05 00 266 13.4 15.5 99.00 99.00 99.00 999 1004.3   0.0 999.0 -10.3 99.0 99.00
2019 02 14 06 00 257 10.5 11.9 99.00 99.00 99.00 999 1005.2  -0.4 999.0  -9.1 99.0 99.00
2019 02 14 07 00 256 11.5 13.0 99.00 99.00 99.00 999 1005.6  -0.4 999.0  -9.1 99.0 99.00
2019 02 14 08 00 256 11.8 13.7 99.00 99.00 99.00 999 1005.7  -0.5 999.0  -8.1 99.0 99.00
2019 02 14 09 00 248 12.9 14.7 99.00 99.00 99.00 999 1006.1  -0.8 999.0  -8.0 99.0 99.00
2019 02 14 10 00 247 12.4 14.9 99.00 99.00 99.00 999 1007.3  -0.9 999.0  -7.1 99.0 99.00
2019 02 14 11 00 250 12.5 13.5 99.00 99.00 99.00 999 1007.8  -1.3 999.0  -7.2 99.0 99.00
2019 02 14 12 00 255 11.7 12.9 99.00 99.00 99.00 999 1008.8  -1.4 999.0  -7.1 99.0 99.00
2019 02 14 13 00 260 11.0 12.9 99.00 99.00 99.00 999 1010.1  -1.4 999.0  -7.4 99.0 99.00
2019 02 14 14 00 285  9.7 11.0 99.00 99.00 99.00 999 1010.7  -1.9 999.0  -6.4 99.0 99.00
2019 02 14 15 00 278 11.3 13.3 99.00 99.00 99.00 999 1010.9  -1.3 999.0  -7.6 99.0 99.00
2019 02 14 16 00 289 11.4 12.5 99.00 99.00 99.00 999 1011.5  -0.6 999.0 -10.2 99.0 99.00
2019 02 14 17 00 283 12.6 15.2 99.00 99.00 99.00 999 1011.3   0.0 999.0 -11.0 99.0 99.00
2019 02 14 18 00 271 10.4 12.7 99.00 99.00 99.00 999 1011.9   0.6 999.0 -11.3 99.0 99.00
2019 02 14 19 00 277  9.3 10.2 99.00 99.00 99.00 999 1012.5   1.1 999.0 -11.8 99.0 99.00
2019 02 14 20 00 268  9.3 10.3 99.00 99.00 99.00 999 1013.2   1.6 999.0 -11.0 99.0 99.00
2019 02 14 21 00 291  9.3  9.8 99.00 99.00 99.00 999 1014.3   1.9 999.0 -11.1 99.0 99.00
2019 02 14 22 00 292  7.6  8.6 99.00 99.00 99.00 999 1014.7   2.0 999.0  -9.8 99.0 99.00
2019 02 14 23 00 286  4.8  5.3 99.00 99.00 99.00 999 1016.1   1.8 999.0  -8.4 99.0 99.00
2019 02 15 00 00 284  5.6  6.1 99.00 99.00 99.00 999 1016.7   1.7 999.0  -9.1 99.0 99.00
2019 02 15 01 00 259  4.0  4.2 99.00 99.00 99.00 999 1017.6   1.7 999.0  -8.3 99.0 99.00
2019 02 15 02 00 245  5.8  6.5 99.00 99.00 99.00 999 1017.9   1.6 999.0  -6.7 99.0 99.00
2019 02 15 03 00 287  2.4  2.8 99.00 99.00 99.00 999 1018.1   1.3 999.0  -5.8 99.0 99.00
2019 02 15 04 00 276  1.2  1.4 99.00 99.00 99.00 999 1017.9   1.4 999.0  -5.7 99.0 99.00
2019 02 15 05 00 182  2.1  2.3 99.00 99.00 99.00 999 1018.3   1.5 999.0  -5.5 99.0 99.00
2019 02 15 06 00 166  3.1  3.4 99.00 99.00 99.00 999 1018.2   1.8 999.0  -5.0 99.0 99.00
2019 02 15 07 00 132  5.6  6.3 99.00 99.00 99.00 999 1017.7   2.3 999.0  -6.3 99.0 99.00
2019 02 15 08 00 137  8.3  9.5 99.00 99.00 99.00 999 1017.8   2.8 999.0  -3.5 99.0 99.00
2019 02 15 09 00 151  9.9 10.6 99.00 99.00 99.00 999 1017.7   3.1 999.0  -2.9 99.0 99.00
2019 02 15 10 00 150 10.2 11.2 99.00 99.00 99.00 999 1017.1   3.3 999.0  -2.5 99.0 99.00
2019 02 15 11 00 138 12.0 13.2 99.00 99.00 99.00 999 1015.9   3.5 999.0  -1.0 99.0 99.00
2019 02 15 12 00 131 13.0 14.4 99.00 99.00 99.00 999 1014.6   3.7 999.0  -0.7 99.0 99.00
2019 02 15 13 00 137 12.9 14.3 99.00 99.00 99.00 999 1014.2   3.9 999.0  -0.3 99.0 99.00
2019 02 15 14 00 141 13.6 15.0 99.00 99.00 99.00 999 1013.5   4.2 999.0   1.0 99.0 99.00
2019 02 15 15 00 143 10.7 12.0 99.00 99.00 99.00 999 1012.5   4.5 999.0   2.3 99.0 99.00
2019 02 15 16 00 173 11.6 13.1 99.00 99.00 99.00 999 1012.2   4.4 999.0   3.7 99.0 99.00
2019 02 15 17 00 151 12.1 13.5 99.00 99.00 99.00 999 1009.1   4.7 999.0   4.0 99.0 99.00
2019 02 15 18 00 157 13.4 14.8 99.00 99.00 99.00 999 1007.6   4.8 999.0   4.6 99.0 99.00
2019 02 15 19 00 158 17.8 20.3 99.00 99.00 99.00 999 1005.2   6.1 999.0   6.1 99.0 99.00
2019 02 15 20 00 174 12.4 13.6 99.00 99.00 99.00 999 1004.8   6.4 999.0   6.3 99.0 99.00
2019 02 15 21 00 167  9.8 10.2 99.00 99.00 99.00 999 1004.2   6.6 999.0   6.6 99.0 99.00
2019 02 15 22 00 156 10.1 10.7 99.00 99.00 99.00 999 1003.2   6.8 999.0   6.8 99.0 99.00
2019 02 15 23 00 163 12.9 13.7 99.00 99.00 99.00 999 1002.4   6.1 999.0   6.1 99.0 99.00
2019 02 16 00 00 183 11.4 11.8 99.00 99.00 99.00 999 1002.6   7.5 999.0   7.5 99.0 99.00
2019 02 16 01 00 184 12.8 13.3 99.00 99.00 99.00 999 1002.0   7.9 999.0   7.3 99.0 99.00
2019 02 16 02 00 189 11.3 12.1 99.00 99.00 99.00 999 1001.5   7.6 999.0   7.0 99.0 99.00
2019 02 16 03 00 205 11.5 12.3 99.00 99.00 99.00 999 1001.4   7.6 999.0   7.2 99.0 99.00
2019 02 16 04 00 253  7.7  7.8 99.00 99.00 99.00 999 1002.2   8.8 999.0   7.5 99.0 99.00
2019 02 16 05 00 301  8.5  9.5 99.00 99.00 99.00 999 1003.1   5.6 999.0   4.0 99.0 99.00
2019 02 16 06 00 297  4.1  4.2 99.00 99.00 99.00 999 1003.5   4.6 999.0   3.0 99.0 99.00
2019 02 16 07 00 290  6.0  6.5 99.00 99.00 99.00 999 1003.6   4.3 999.0   1.4 99.0 99.00
2019 02 16 08 00 272  7.6  8.7 99.00 99.00 99.00 999 1003.9   3.6 999.0  -0.3 99.0 99.00
2019 02 16 09 00 274  7.9  8.6 99.00 99.00 99.00 999 1004.3   2.7 999.0  -3.1 99.0 99.00
2019 02 16 10 00 298  9.2 10.9 99.00 99.00 99.00 999 1005.2   1.9 999.0  -4.7 99.0 99.00
2019 02 16 11 00 281  6.7  7.9 99.00 99.00 99.00 999 1005.6   1.4 999.0  -5.2 99.0 99.00
2019 02 16 12 00 273  7.2  8.1 99.00 99.00 99.00 999 1006.0   0.8 999.0  -5.0 99.0 99.00
2019 02 16 13 00 277  6.9  7.6 99.00 99.00 99.00 999 1006.6   0.5 999.0  -5.4 99.0 99.00
2019 02 16 14 00 296  9.9 10.8 99.00 99.00 99.00 999 1007.0   0.8 999.0  -6.7 99.0 99.00
2019 02 16 15 00 306  9.9 11.5 99.00 99.00 99.00 999 1007.3   1.1 999.0  -7.0 99.0 99.00
2019 02 16 16 00 308  8.3 10.1 99.00 99.00 99.00 999 1007.2   1.7 999.0  -6.6 99.0 99.00
2019 02 16 17 00 302  8.3  9.3 99.00 99.00 99.00 999 1006.8   2.2 999.0  -7.8 99.0 99.00
2019 02 16 18 00 298  9.4 10.6 99.00 99.00 99.00 999 1006.2   2.7 999.0  -8.0 99.0 99.00
2019 02 16 19 00 296 10.2 10.9 99.00 99.00 99.00 999 1006.6   2.9 999.0  -7.7 99.0 99.00
2019 02 16 20 00 290  7.7  8.5 99.00 99.00 99.00 999 1007.1   3.0 999.0  -8.5 99.0 99.00
2019 02 16 21 00 299 10.3 11.2 99.00 99.00 99.00 999 1007.7   3.1 999.0  -6.7 99.0 99.00
2019 02 16 22 00 287  6.8  7.4 99.00 99.00 99.00 999 1008.7   3.0 999.0  -5.9 99.0 99.00
2019 02 16 23 00 297  8.6  9.8 99.00 99.00 99.00 999 1009.8   2.7 999.0  -7.8 99.0 99.00
2019 02 17 00 00 300  7.4  8.5 99.00 99.00 99.00 999 1011.0   2.1 999.0  -7.0 99.0 99.00
2019 02 17 01 00 309 10.1 12.1 99.00 99.00 99.00 999 1011.6   1.2 999.0  -7.0 99.0 99.00
2019 02 17 02 00 308 11.6 13.0 99.00 99.00 99.00 999 1012.0   0.1 999.0 -10.2 99.0 99.00
2019 02 17 03 00 305 12.0 13.7 99.00 99.00 99.00 999 1012.8  -1.0 999.0 -10.1 99.0 99.00
2019 02 17 04 00 312  9.9 10.9 99.00 99.00 99.00 999 1013.5  -2.0 999.0 -10.6 99.0 99.00
2019 02 17 05 00 319 10.5 11.5 99.00 99.00 99.00 999 1014.7  -3.2 999.0 -12.3 99.0 99.00
2019 02 17 06 00 302  8.5  9.2 99.00 99.00 99.00 999 1015.6  -3.8 999.0 -11.3 99.0 99.00
2019 02 17 07 00 307  7.3  9.8 99.00 99.00 99.00 999 1016.1  -4.3 999.0 -11.3 99.0 99.00
2019 02 17 08 00 306  7.6  9.3 99.00 99.00 99.00 999 1016.1  -4.6 999.0 -11.8 99.0 99.00
2019 02 17 09 00 288  7.2  8.2 99.00 99.00 99.00 999 1016.4  -4.9 999.0 -12.2 99.0 99.00
2019 02 17 10 00 310  6.3  7.4 99.00 99.00 99.00 999 1016.7  -5.2 999.0 -12.7 99.0 99.00
2019 02 17 11 00 302  6.9  8.0 99.00 99.00 99.00 999 1017.6  -5.3 999.0 -12.2 99.0 99.00
2019 02 17 12 00 307  6.1  7.2 99.00 99.00 99.00 999 1018.2  -5.8 999.0 -12.7 99.0 99.00
2019 02 17 13 00 311  4.9  6.1 99.00 99.00 99.00 999 1018.9  -5.7 999.0 -13.2 99.0 99.00
2019 02 17 14 00 310  4.6  5.1 99.00 99.00 99.00 999 1019.8  -5.4 999.0 -13.8 99.0 99.00
2019 02 17 15 00 319  3.2  3.9 99.00 99.00 99.00 999 1020.3  -4.8 999.0 -13.8 99.0 99.00
2019 02 17 16 00  76  0.5  1.0 99.00 99.00 99.00 999 1019.9  -4.0 999.0 -13.1 99.0 99.00
2019 02 17 17 00  71  0.2  0.5 99.00 99.00 99.00 999 1019.2  -3.6 999.0 -12.0 99.0 99.00
2019 02 17 18 00 146  0.3  0.8 99.00 99.00 99.00 999 1019.0  -2.6 999.0  -9.8 99.0 99.00
2019 02 17 19 00 116  2.1  2.7 99.00 99.00 99.00 999 1018.0  -3.5 999.0 -10.2 99.0 99.00
2019 02 17 20 00 177  4.6  5.6 99.00 99.00 99.00 999 1019.5  -2.9 999.0  -8.9 99.0 99.00
2019 02 17 21 00 144  2.5  3.3 99.00 99.00 99.00 999 1018.0  -1.9 999.0 -11.1 99.0 99.00
2019 02 17 22 00 139  2.8  3.2 99.00 99.00 99.00 999 1017.5  -1.7 999.0 -10.7 99.0 99.00
2019 02 17 23 00 152  3.4  3.9 99.00 99.00 99.00 999 1018.1  -1.6 999.0  -9.3 99.0 99.00
2019 02 18 00 00 148  4.2  5.0 99.00 99.00 99.00 999 1017.9  -1.2 999.0  -8.9 99.0 99.00
2019 02 18 01 00 145  3.6  4.1 99.00 99.00 99.00 999 1017.7  -0.8 999.0  -8.7 99.0 99.00
2019 02 18 02 00 146  3.3  3.8 99.00 99.00 99.00 999 1017.4  -0.5 999.0  -8.8 99.0 99.00
2019 02 18 03 00 151  4.3  5.4 99.00 99.00 99.00 999 1016.5  -0.4 999.0  -9.2 99.0 99.00
2019 02 18 04 00 170  4.4  4.9 99.00 99.00 99.00 999 1016.7  -0.1 999.0  -8.0 99.0 99.00
2019 02 18 05 00 171  4.5  4.9 99.00 99.00 99.00 999 1016.5   0.1 999.0  -7.0 99.0 99.00
2019 02 18 06 00 153  5.8  6.5 99.00 99.00 99.00 999 1015.7   0.3 999.0  -4.8 99.0 99.00
2019 02 18 07 00 176  6.1  7.3 99.00 99.00 99.00 999 1014.9   0.4 999.0  -4.8 99.0 99.00
2019 02 18 08 00 208  8.6  9.2 99.00 99.00 99.00 999 1014.3  -1.5 999.0  -3.0 99.0 99.00
2019 02 18 09 00 208  2.2  2.5 99.00 99.00 99.00 999 1013.4  -1.1 999.0  -4.4 99.0 99.00
2019 02 18 10 00   2  1.0  1.4 99.00 99.00 99.00 999 1013.2  -1.3 999.0  -3.7 99.0 99.00
2019 02 18 11 00  13  4.4  5.3 99.00 99.00 99.00 999 1012.2  -1.8 999.0  -2.6 99.0 99.00
2019 02 18 12 00  19  7.7  8.5 99.00 99.00 99.00 999 1011.9  -1.9 999.0  -3.0 99.0 99.00
2019 02 18 13 00   8  9.8 11.0 99.00 99.00 99.00 999 1011.9  -2.4 999.0  -3.1 99.0 99.00
2019 02 18 14 00  14 11.2 12.7 99.00 99.00 99.00 999 1010.5  -3.4 999.0  -3.7 99.0 99.00
2019 02 18 15 00  17 11.7 13.3 99.00 99.00 99.00 999 1010.2  -3.8 999.0  -4.2 99.0 99.00
2019 02 18 16 00  19 12.3 13.4 99.00 99.00 99.00 999 1009.8  -4.3 999.0  -4.8 99.0 99.00
2019 02 18 17 00  18 11.7 13.0 99.00 99.00 99.00 999 1009.1  -4.1 999.0  -4.4 99.0 99.00
2019 02 18 18 00   9 10.0 10.9 99.00 99.00 99.00 999 1009.4  -4.9 999.0  -5.7 99.0 99.00
2019 02 18 19 00   9  9.3 10.5 99.00 99.00 99.00 999 1010.0  -5.2 999.0  -6.2 99.0 99.00
2019 02 18 20 00   5  6.7  7.6 99.00 99.00 99.00 999 1010.4  -4.8 999.0  -6.0 99.0 99.00
2019 02 18 21 00 341  5.4  6.2 99.00 99.00 99.00 999 1011.5  -4.8 999.0  -5.6 99.0 99.00
2019 02 18 22 00 354  6.4  7.8 99.00 99.00 99.00 999 1012.5  -4.5 999.0  -5.7 99.0 99.00
2019 02 18 23 00 334  5.6  6.3 99.00 99.00 99.00 999 1014.0  -3.8 999.0  -5.1 99.0 99.00
2019 02 19 00 00 313  5.1  5.7 99.00 99.00 99.00 999 1015.6  -3.1 999.0  -4.3 99.0 99.00
2019 02 19 01 00 302  6.1  7.7 99.00 99.00 99.00 999 1016.6  -2.8 999.0  -4.4 99.0 99.00
2019 02 19 02 00 307 13.2 15.1 99.00 99.00 99.00 999 1017.8  -4.2 999.0 -10.0 99.0 99.00
2019 02 19 03 00 318 12.3 14.7 99.00 99.00 99.00 999 1019.3  -5.2 999.0 -11.8 99.0 99.00
2019 02 19 04 00 305 14.5 16.3 99.00 99.00 99.00 999 1020.1  -6.5 999.0 -14.0 99.0 99.00
2019 02 19 05 00 300 15.8 18.9 99.00 99.00 99.00 999 1020.9  -7.5 999.0 -15.6 99.0 99.00
2019 02 19 06 00 299 11.5 13.3 99.00 99.00 99.00 999 1022.7  -7.7 999.0 -15.0 99.0 99.00
2019 02 19 07 00 302 11.4 13.8 99.00 99.00 99.00 999 1024.0  -7.9 999.0 -15.2 99.0 99.00
