#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 01 01 19 00 262  6.3  7.3 99.00 99.00 99.00 999 1010.4   4.1 999.0  -4.7 99.0 99.00
2016 01 01 20 00 271  5.9  7.1 99.00 99.00 99.00 999 1010.0   4.3 999.0  -5.0 99.0 99.00
2016 01 01 21 00 267  6.6  7.4 99.00 99.00 99.00 999 1010.0   4.2 999.0  -5.9 99.0 99.00
2016 01 01 22 00 246  8.9  9.8 99.00 99.00 99.00 999 1009.7   4.2 999.0  -4.8 99.0 99.00
2016 01 01 23 00 245  9.9 10.7 99.00 99.00 99.00 999 1009.5   3.9 999.0  -4.5 99.0 99.00
2016 01 02 00 00 250 11.5 11.9 99.00 99.00 99.00 999 1009.8   3.4 999.0  -4.2 99.0 99.00
2016 01 02 01 00 253 10.3 11.2 99.00 99.00 99.00 999 1009.9   3.2 999.0  -3.2 99.0 99.00
2016 01 02 02 00 271 11.7 13.0 99.00 99.00 99.00 999 1009.4   2.8 999.0  -4.7 99.0 99.00
2016 01 02 03 00 270  9.1  9.7 99.00 99.00 99.00 999 1009.7   2.2 999.0  -5.4 99.0 99.00
2016 01 02 04 00 271  8.8 10.0 99.00 99.00 99.00 999 1010.1   2.0 999.0  -5.5 99.0 99.00
2016 01 02 05 00 274 11.4 12.9 99.00 99.00 99.00 999 1009.8   1.3 999.0  -6.0 99.0 99.00
2016 01 02 06 00 271 12.8 14.7 99.00 99.00 99.00 999 1010.0   0.8 999.0  -6.7 99.0 99.00
2016 01 02 07 00 271 11.2 12.3 99.00 99.00 99.00 999 1010.5   0.5 999.0  -6.5 99.0 99.00
2016 01 02 08 00 268  9.7 10.5 99.00 99.00 99.00 999 1010.9   0.4 999.0  -6.4 99.0 99.00
2016 01 02 09 00 267  9.2 10.0 99.00 99.00 99.00 999 1010.7   0.2 999.0  -6.0 99.0 99.00
2016 01 02 10 00 257 10.0 11.5 99.00 99.00 99.00 999 1010.7   0.0 999.0  -6.1 99.0 99.00
2016 01 02 11 00 256 11.3 12.5 99.00 99.00 99.00 999 1011.3   0.3 999.0  -6.3 99.0 99.00
2016 01 02 12 00 256  9.2 10.7 99.00 99.00 99.00 999 1011.7   0.2 999.0  -6.1 99.0 99.00
2016 01 02 13 00 258 10.1 11.7 99.00 99.00 99.00 999 1012.0   0.3 999.0  -6.7 99.0 99.00
2016 01 02 14 00 256  8.5  9.9 99.00 99.00 99.00 999 1012.6   0.6 999.0  -6.5 99.0 99.00
2016 01 02 15 00 275 10.8 12.0 99.00 99.00 99.00 999 1012.3   1.0 999.0  -7.1 99.0 99.00
2016 01 02 16 00 293  9.0 10.3 99.00 99.00 99.00 999 1011.8   1.8 999.0  -6.5 99.0 99.00
2016 01 02 17 00 274  9.4 10.2 99.00 99.00 99.00 999 1011.0   2.0 999.0  -8.0 99.0 99.00
2016 01 02 18 00 282 11.5 12.7 99.00 99.00 99.00 999 1010.6   2.5 999.0  -8.4 99.0 99.00
2016 01 02 19 00 275 10.8 12.2 99.00 99.00 99.00 999 1010.3   2.7 999.0  -7.7 99.0 99.00
2016 01 02 20 00 273 10.1 11.2 99.00 99.00 99.00 999 1010.3   2.4 999.0  -7.9 99.0 99.00
2016 01 02 21 00 269  9.9 11.7 99.00 99.00 99.00 999 1010.9   2.5 999.0  -8.1 99.0 99.00
2016 01 02 22 00 280  8.0  9.2 99.00 99.00 99.00 999 1011.4   2.2 999.0  -7.2 99.0 99.00
2016 01 02 23 00 269  9.7 10.6 99.00 99.00 99.00 999 1011.3   2.2 999.0  -7.3 99.0 99.00
2016 01 03 00 00 269  7.9  8.7 99.00 99.00 99.00 999 1011.9   1.9 999.0  -7.4 99.0 99.00
2016 01 03 01 00 262  7.5  8.5 99.00 99.00 99.00 999 1011.9   1.9 999.0  -6.7 99.0 99.00
2016 01 03 02 00 254  7.6  9.7 99.00 99.00 99.00 999 1011.9   1.9 999.0  -7.1 99.0 99.00
2016 01 03 03 00 247  8.6 10.0 99.00 99.00 99.00 999 1011.1   2.1 999.0  -6.4 99.0 99.00
2016 01 03 04 00 238  6.5  8.2 99.00 99.00 99.00 999 1010.3   2.0 999.0  -6.8 99.0 99.00
2016 01 03 05 00 236  9.3 10.5 99.00 99.00 99.00 999 1009.8   2.0 999.0  -6.0 99.0 99.00
2016 01 03 06 00 232 10.6 11.9 99.00 99.00 99.00 999 1009.5   1.7 999.0  -6.3 99.0 99.00
2016 01 03 07 00 236  9.7 10.5 99.00 99.00 99.00 999 1009.3   2.0 999.0  -5.4 99.0 99.00
2016 01 03 08 00 225  8.8  9.7 99.00 99.00 99.00 999 1008.9   1.6 999.0  -5.6 99.0 99.00
2016 01 03 09 00 229  9.2 10.3 99.00 99.00 99.00 999 1008.2   1.6 999.0  -5.9 99.0 99.00
2016 01 03 10 00 232  8.8 10.3 99.00 99.00 99.00 999 1007.5   1.5 999.0  -5.7 99.0 99.00
2016 01 03 11 00 223  8.9  9.9 99.00 99.00 99.00 999 1007.1   1.1 999.0  -5.2 99.0 99.00
2016 01 03 12 00 232  9.5 10.6 99.00 99.00 99.00 999 1006.7   0.9 999.0  -5.6 99.0 99.00
2016 01 03 13 00 233 11.4 12.9 99.00 99.00 99.00 999 1006.3   0.6 999.0  -5.5 99.0 99.00
2016 01 03 14 00 248 10.8 12.8 99.00 99.00 99.00 999 1006.9   0.5 999.0  -5.4 99.0 99.00
2016 01 03 15 00 229 10.1 11.3 99.00 99.00 99.00 999 1006.7   0.7 999.0  -5.6 99.0 99.00
2016 01 03 16 00 233  9.0  9.6 99.00 99.00 99.00 999 1006.0   1.9 999.0  -4.5 99.0 99.00
2016 01 03 17 00 246 10.7 12.2 99.00 99.00 99.00 999 1004.8   3.1 999.0  -4.3 99.0 99.00
2016 01 03 18 00 250  9.9 11.3 99.00 99.00 99.00 999 1004.4   3.8 999.0  -4.9 99.0 99.00
2016 01 03 19 00 259  9.0 10.3 99.00 99.00 99.00 999 1004.4   4.5 999.0  -4.5 99.0 99.00
2016 01 03 20 00 256  9.1  9.7 99.00 99.00 99.00 999 1004.7   4.8 999.0  -5.5 99.0 99.00
2016 01 03 21 00 256  9.3 10.1 99.00 99.00 99.00 999 1005.3   5.1 999.0  -4.7 99.0 99.00
2016 01 03 22 00 255  8.2  9.2 99.00 99.00 99.00 999 1005.5   5.1 999.0  -4.6 99.0 99.00
2016 01 03 23 00 254  9.9 10.7 99.00 99.00 99.00 999 1006.1   4.7 999.0  -4.5 99.0 99.00
2016 01 04 00 00 256  9.0  9.8 99.00 99.00 99.00 999 1006.8   4.4 999.0  -4.2 99.0 99.00
2016 01 04 01 00 251  9.5 10.4 99.00 99.00 99.00 999 1007.1   4.0 999.0  -3.7 99.0 99.00
2016 01 04 02 00 260 10.2 11.6 99.00 99.00 99.00 999 1007.4   3.8 999.0  -3.6 99.0 99.00
2016 01 04 03 00 272  9.5 10.3 99.00 99.00 99.00 999 1007.4   3.5 999.0  -3.5 99.0 99.00
2016 01 04 04 00 277  9.1 10.0 99.00 99.00 99.00 999 1007.6   3.1 999.0  -3.1 99.0 99.00
2016 01 04 05 00 294  5.7  6.5 99.00 99.00 99.00 999 1008.1   2.7 999.0  -2.9 99.0 99.00
2016 01 04 06 00 318  7.3  7.9 99.00 99.00 99.00 999 1008.4   2.1 999.0  -4.0 99.0 99.00
2016 01 04 07 00 320  6.4  6.9 99.00 99.00 99.00 999 1009.0   1.9 999.0  -4.0 99.0 99.00
2016 01 04 08 00 319  6.2  7.2 99.00 99.00 99.00 999 1009.5   1.6 999.0  -4.4 99.0 99.00
2016 01 04 09 00 321 10.9 12.0 99.00 99.00 99.00 999 1009.4   0.7 999.0  -5.1 99.0 99.00
2016 01 04 10 00 324 10.5 11.6 99.00 99.00 99.00 999 1010.0   0.1 999.0  -5.7 99.0 99.00
2016 01 04 11 00 325 10.0 11.2 99.00 99.00 99.00 999 1010.8  -0.5 999.0  -6.4 99.0 99.00
2016 01 04 12 00 334  8.8  9.8 99.00 99.00 99.00 999 1012.3  -1.4 999.0  -7.4 99.0 99.00
2016 01 04 13 00 319  8.4  9.5 99.00 99.00 99.00 999 1013.8  -2.6 999.0  -7.9 99.0 99.00
2016 01 04 14 00 332  7.4  8.7 99.00 99.00 99.00 999 1014.4  -3.2 999.0  -8.8 99.0 99.00
2016 01 04 15 00  11 11.2 12.5 99.00 99.00 99.00 999 1015.3  -3.5 999.0  -8.3 99.0 99.00
2016 01 04 16 00  12 11.8 13.4 99.00 99.00 99.00 999 1015.3  -4.0 999.0  -9.3 99.0 99.00
2016 01 04 17 00   5 11.3 14.0 99.00 99.00 99.00 999 1015.2  -4.8 999.0 -10.7 99.0 99.00
2016 01 04 18 00   8  9.4 10.8 99.00 99.00 99.00 999 1015.5  -4.8 999.0 -11.6 99.0 99.00
2016 01 04 19 00 359  7.7  9.5 99.00 99.00 99.00 999 1015.9  -4.3 999.0 -11.6 99.0 99.00
2016 01 04 20 00  11  9.3 10.5 99.00 99.00 99.00 999 1016.8  -4.1 999.0 -13.1 99.0 99.00
2016 01 04 21 00  10 11.0 12.9 99.00 99.00 99.00 999 1018.0  -4.1 999.0 -13.2 99.0 99.00
2016 01 04 22 00   9 12.0 15.0 99.00 99.00 99.00 999 1019.0  -5.0 999.0 -13.9 99.0 99.00
2016 01 04 23 00  10 11.2 13.6 99.00 99.00 99.00 999 1020.2  -5.2 999.0 -13.4 99.0 99.00
2016 01 05 00 00   8 11.9 14.9 99.00 99.00 99.00 999 1021.9  -6.3 999.0 -13.9 99.0 99.00
2016 01 05 01 00 358 11.0 13.8 99.00 99.00 99.00 999 1023.5  -7.5 999.0 -15.2 99.0 99.00
2016 01 05 02 00   7 12.3 14.6 99.00 99.00 99.00 999 1024.3  -8.6 999.0 -15.5 99.0 99.00
2016 01 05 03 00   5 12.4 14.4 99.00 99.00 99.00 999 1025.3  -9.4 999.0 -15.7 99.0 99.00
2016 01 05 04 00   5 12.1 14.4 99.00 99.00 99.00 999 1026.2  -9.8 999.0 -15.4 99.0 99.00
2016 01 05 05 00  12 12.8 14.7 99.00 99.00 99.00 999 1026.7 -10.8 999.0 -16.9 99.0 99.00
2016 01 05 06 00 351 11.5 13.5 99.00 99.00 99.00 999 1027.2 -10.6 999.0 -16.6 99.0 99.00
2016 01 05 07 00 349 11.2 13.6 99.00 99.00 99.00 999 1028.1 -11.4 999.0 -18.4 99.0 99.00
2016 01 05 08 00 351 12.0 14.3 99.00 99.00 99.00 999 1028.9 -11.5 999.0 -18.3 99.0 99.00
2016 01 05 09 00 351  9.7 11.7 99.00 99.00 99.00 999 1029.6 -11.7 999.0 -17.6 99.0 99.00
2016 01 05 10 00 356  9.7 11.7 99.00 99.00 99.00 999 1030.4 -11.6 999.0 -17.9 99.0 99.00
2016 01 05 11 00  11 11.7 13.6 99.00 99.00 99.00 999 1031.1 -11.5 999.0 -17.4 99.0 99.00
2016 01 05 12 00 355 11.1 12.8 99.00 99.00 99.00 999 1031.8 -11.4 999.0 -16.6 99.0 99.00
2016 01 05 13 00 350  7.7  9.3 99.00 99.00 99.00 999 1033.1 -11.6 999.0 -17.3 99.0 99.00
2016 01 05 14 00 354  7.3  9.1 99.00 99.00 99.00 999 1033.7 -11.3 999.0 -18.4 99.0 99.00
2016 01 05 15 00 347  5.7  7.8 99.00 99.00 99.00 999 1033.8 -10.5 999.0 -16.0 99.0 99.00
2016 01 05 16 00   2  4.4  5.2 99.00 99.00 99.00 999 1033.4  -9.3 999.0 -17.2 99.0 99.00
2016 01 05 17 00 316  3.9  5.2 99.00 99.00 99.00 999 1033.1  -8.1 999.0 -15.8 99.0 99.00
2016 01 05 18 00 320  4.9  6.0 99.00 99.00 99.00 999 1032.5  -6.5 999.0 -18.0 99.0 99.00
2016 01 05 19 00 307  5.4  7.3 99.00 99.00 99.00 999 1032.0  -5.2 999.0 -18.8 99.0 99.00
2016 01 05 20 00 295  4.6  5.3 99.00 99.00 99.00 999 1032.4  -4.6 999.0 -18.7 99.0 99.00
2016 01 05 21 00 248  4.0  4.8 99.00 99.00 99.00 999 1032.9  -4.1 999.0 -17.9 99.0 99.00
2016 01 05 22 00 249  6.2  8.3 99.00 99.00 99.00 999 1033.5  -4.2 999.0 -17.4 99.0 99.00
2016 01 05 23 00 250  7.3  8.4 99.00 99.00 99.00 999 1034.1  -4.1 999.0 -17.8 99.0 99.00
2016 01 06 00 00 271  7.8  8.8 99.00 99.00 99.00 999 1033.9  -3.3 999.0 -17.6 99.0 99.00
2016 01 06 01 00 266  7.3  8.2 99.00 99.00 99.00 999 1033.6  -3.4 999.0 -17.4 99.0 99.00
2016 01 06 02 00 270  7.7  8.9 99.00 99.00 99.00 999 1033.2  -3.4 999.0 -17.6 99.0 99.00
2016 01 06 03 00 261  7.8  8.5 99.00 99.00 99.00 999 1033.0  -3.4 999.0 -14.8 99.0 99.00
2016 01 06 04 00 251  8.2  9.2 99.00 99.00 99.00 999 1033.0  -3.6 999.0 -13.8 99.0 99.00
2016 01 06 05 00 261  9.1 10.0 99.00 99.00 99.00 999 1032.4  -3.3 999.0 -12.7 99.0 99.00
2016 01 06 06 00 266  8.0  9.2 99.00 99.00 99.00 999 1032.1  -4.4 999.0 -14.9 99.0 99.00
2016 01 06 07 00 255  7.2  8.1 99.00 99.00 99.00 999 1031.8  -4.0 999.0 -12.8 99.0 99.00
2016 01 06 08 00 244  7.0  7.6 99.00 99.00 99.00 999 1031.3  -3.4 999.0 -11.0 99.0 99.00
2016 01 06 09 00 257  7.0  8.1 99.00 99.00 99.00 999 1031.2  -4.0 999.0 -13.8 99.0 99.00
2016 01 06 10 00 259  6.1  7.1 99.00 99.00 99.00 999 1031.2  -3.3 999.0 -10.6 99.0 99.00
2016 01 06 11 00 243  7.0  7.6 99.00 99.00 99.00 999 1031.1  -2.7 999.0 -11.5 99.0 99.00
2016 01 06 12 00 251  6.4  7.3 99.00 99.00 99.00 999 1031.0  -2.4 999.0 -11.9 99.0 99.00
2016 01 06 13 00 249  7.2  8.0 99.00 99.00 99.00 999 1030.6  -1.7 999.0 -12.9 99.0 99.00
2016 01 06 14 00 257  7.7  9.1 99.00 99.00 99.00 999 1030.8  -1.3 999.0 -15.0 99.0 99.00
2016 01 06 15 00 245  6.9  7.6 99.00 99.00 99.00 999 1030.7  -0.4 999.0 -14.4 99.0 99.00
2016 01 06 16 00 244  7.0  7.7 99.00 99.00 99.00 999 1030.0   0.9 999.0 -15.1 99.0 99.00
2016 01 06 17 00 244  5.9  7.0 99.00 99.00 99.00 999 1028.9   2.2 999.0 -15.0 99.0 99.00
2016 01 06 18 00 240  8.8  9.4 99.00 99.00 99.00 999 1028.0   3.3 999.0 -17.0 99.0 99.00
2016 01 06 19 00 231  7.2  8.0 99.00 99.00 99.00 999 1027.5   4.6 999.0 -14.2 99.0 99.00
2016 01 06 20 00 232  7.6  8.1 99.00 99.00 99.00 999 1027.1   5.5 999.0 -17.1 99.0 99.00
2016 01 06 21 00 233  7.8  8.3 99.00 99.00 99.00 999 1027.0   6.1 999.0 -19.0 99.0 99.00
2016 01 06 22 00 233  8.7  9.6 99.00 99.00 99.00 999 1026.8   6.1 999.0 -17.3 99.0 99.00
2016 01 06 23 00 231 10.2 11.1 99.00 99.00 99.00 999 1026.6   5.7 999.0 -15.3 99.0 99.00
2016 01 07 00 00 233  8.8  9.4 99.00 99.00 99.00 999 1027.0   4.9 999.0 -11.5 99.0 99.00
2016 01 07 01 00 238  9.8 10.8 99.00 99.00 99.00 999 1026.7   4.3 999.0 -12.6 99.0 99.00
2016 01 07 02 00 235 10.7 11.7 99.00 99.00 99.00 999 1026.6   3.9 999.0 -14.0 99.0 99.00
2016 01 07 03 00 240 11.4 12.0 99.00 99.00 99.00 999 1026.3   3.5 999.0 -13.7 99.0 99.00
2016 01 07 04 00 246  9.5 10.4 99.00 99.00 99.00 999 1026.5   2.8 999.0 -11.4 99.0 99.00
2016 01 07 05 00 251  9.9 11.2 99.00 99.00 99.00 999 1025.6   2.1 999.0 -13.3 99.0 99.00
2016 01 07 06 00 258  8.2  9.4 99.00 99.00 99.00 999 1025.5   1.7 999.0 -12.2 99.0 99.00
2016 01 07 07 00 248  8.9  9.4 99.00 99.00 99.00 999 1025.0   1.5 999.0 -13.2 99.0 99.00
2016 01 07 08 00 254  7.8  8.2 99.00 99.00 99.00 999 1025.0   1.5 999.0 -11.3 99.0 99.00
2016 01 07 09 00 267  6.7  7.3 99.00 99.00 99.00 999 1024.7   0.8 999.0 -12.0 99.0 99.00
2016 01 07 10 00 260  6.2  6.7 99.00 99.00 99.00 999 1025.5   0.8 999.0 -11.4 99.0 99.00
2016 01 07 11 00 268  6.6  7.2 99.00 99.00 99.00 999 1025.6   0.5 999.0 -11.7 99.0 99.00
2016 01 07 12 00 307  4.9  5.4 99.00 99.00 99.00 999 1026.2   0.6 999.0 -10.4 99.0 99.00
2016 01 07 13 00 327  4.3  5.2 99.00 99.00 99.00 999 1026.3  -0.3 999.0 -10.7 99.0 99.00
2016 01 07 14 00 334  4.4  4.9 99.00 99.00 99.00 999 1026.6   0.0 999.0 -10.5 99.0 99.00
2016 01 07 15 00 357  4.5  5.1 99.00 99.00 99.00 999 1026.7   0.7 999.0 -11.6 99.0 99.00
2016 01 07 16 00  18  3.0  3.3 99.00 99.00 99.00 999 1026.0   2.3 999.0  -8.3 99.0 99.00
2016 01 07 17 00   9  4.1  4.8 99.00 99.00 99.00 999 1024.8   2.5 999.0  -5.0 99.0 99.00
2016 01 07 18 00   7  4.3  5.0 99.00 99.00 99.00 999 1024.3   3.2 999.0  -3.6 99.0 99.00
2016 01 07 19 00  56  7.4  8.5 99.00 99.00 99.00 999 1023.4   4.6 999.0  -3.0 99.0 99.00
2016 01 07 20 00  57  6.2  7.2 99.00 99.00 99.00 999 1023.7   4.1 999.0  -5.3 99.0 99.00
2016 01 07 21 00  57  4.6  5.2 99.00 99.00 99.00 999 1024.1   4.3 999.0  -5.7 99.0 99.00
2016 01 07 22 00  47  3.4  3.9 99.00 99.00 99.00 999 1024.3   4.5 999.0  -3.9 99.0 99.00
2016 01 07 23 00  88  4.2  4.6 99.00 99.00 99.00 999 1024.5   4.9 999.0  -3.7 99.0 99.00
2016 01 08 00 00  75  3.9  5.2 99.00 99.00 99.00 999 1025.0   4.9 999.0  -3.4 99.0 99.00
2016 01 08 01 00  60  4.0  4.6 99.00 99.00 99.00 999 1025.1   4.9 999.0  -4.7 99.0 99.00
2016 01 08 02 00  52  4.9  6.0 99.00 99.00 99.00 999 1024.7   5.0 999.0  -2.5 99.0 99.00
2016 01 08 03 00  75  6.8  7.7 99.00 99.00 99.00 999 1024.1   4.9 999.0  -3.9 99.0 99.00
2016 01 08 04 00  65  6.2  6.6 99.00 99.00 99.00 999 1023.9   4.9 999.0  -2.5 99.0 99.00
2016 01 08 05 00  71  6.9  7.8 99.00 99.00 99.00 999 1023.6   4.7 999.0  -2.9 99.0 99.00
2016 01 08 06 00  61  7.0  7.7 99.00 99.00 99.00 999 1023.6   4.7 999.0  -4.1 99.0 99.00
2016 01 08 07 00  16  9.6 10.7 99.00 99.00 99.00 999 1023.8   2.8 999.0  -1.1 99.0 99.00
2016 01 08 08 00  14  8.9  9.5 99.00 99.00 99.00 999 1023.9   2.4 999.0  -2.3 99.0 99.00
2016 01 08 09 00  14  8.6  9.6 99.00 99.00 99.00 999 1023.6   2.3 999.0  -2.2 99.0 99.00
2016 01 08 10 00  16  9.2 10.5 99.00 99.00 99.00 999 1023.6   2.3 999.0  -1.4 99.0 99.00
2016 01 08 11 00  19 10.5 12.1 99.00 99.00 99.00 999 1023.8   2.1 999.0  -1.2 99.0 99.00
2016 01 08 12 00  16 10.5 11.4 99.00 99.00 99.00 999 1024.5   1.9 999.0  -1.0 99.0 99.00
2016 01 08 13 00  18 11.5 12.3 99.00 99.00 99.00 999 1024.6   1.5 999.0  -1.5 99.0 99.00
2016 01 08 14 00  26 11.0 12.0 99.00 99.00 99.00 999 1024.7   2.0 999.0  -0.5 99.0 99.00
2016 01 08 15 00  19 10.6 11.4 99.00 99.00 99.00 999 1025.4   2.3 999.0   0.3 99.0 99.00
2016 01 08 16 00  22  9.0  9.8 99.00 99.00 99.00 999 1025.4   1.9 999.0  -0.3 99.0 99.00
2016 01 08 17 00  24 10.3 11.3 99.00 99.00 99.00 999 1024.7   2.1 999.0   0.1 99.0 99.00
2016 01 08 18 00  20 10.3 11.4 99.00 99.00 99.00 999 1024.3   2.9 999.0   1.1 99.0 99.00
2016 01 08 19 00  75  9.2 10.1 99.00 99.00 99.00 999 1024.0   5.1 999.0   0.0 99.0 99.00
2016 01 08 20 00  87  9.8 11.3 99.00 99.00 99.00 999 1023.8   4.8 999.0   0.4 99.0 99.00
2016 01 08 21 00  72  9.8 11.0 99.00 99.00 99.00 999 1024.1   4.8 999.0   0.1 99.0 99.00
2016 01 08 22 00  86 11.0 12.3 99.00 99.00 99.00 999 1024.0   4.7 999.0   0.2 99.0 99.00
2016 01 08 23 00  83 11.0 12.0 99.00 99.00 99.00 999 1024.2   4.3 999.0  -0.8 99.0 99.00
2016 01 09 00 00  78  9.5 10.5 99.00 99.00 99.00 999 1024.4   4.1 999.0  -0.9 99.0 99.00
2016 01 09 01 00  90 10.2 11.9 99.00 99.00 99.00 999 1024.3   4.2 999.0  -0.8 99.0 99.00
2016 01 09 02 00  82  8.5  9.2 99.00 99.00 99.00 999 1024.6   4.1 999.0  -1.2 99.0 99.00
2016 01 09 03 00  95  7.2  8.1 99.00 99.00 99.00 999 1025.2   4.1 999.0  -1.0 99.0 99.00
2016 01 09 04 00  82 10.1 11.2 99.00 99.00 99.00 999 1024.3   3.9 999.0  -0.5 99.0 99.00
2016 01 09 05 00  82  9.1 10.3 99.00 99.00 99.00 999 1024.6   3.7 999.0  -0.4 99.0 99.00
2016 01 09 06 00  87  8.9  9.8 99.00 99.00 99.00 999 1024.6   4.0 999.0  -0.2 99.0 99.00
2016 01 09 07 00  84  8.1  9.1 99.00 99.00 99.00 999 1024.4   3.8 999.0   0.0 99.0 99.00
2016 01 09 08 00  92  6.9  7.6 99.00 99.00 99.00 999 1024.1   4.0 999.0  -0.1 99.0 99.00
2016 01 09 09 00  82  5.3  5.8 99.00 99.00 99.00 999 1024.0   4.3 999.0  -0.4 99.0 99.00
2016 01 09 10 00  64  7.2  7.7 99.00 99.00 99.00 999 1023.4   4.6 999.0   0.3 99.0 99.00
2016 01 09 11 00 105  5.3  5.9 99.00 99.00 99.00 999 1024.1   4.7 999.0  -0.1 99.0 99.00
2016 01 09 12 00 113  7.2  7.8 99.00 99.00 99.00 999 1023.5   4.6 999.0  -0.1 99.0 99.00
2016 01 09 13 00 108  5.8  6.9 99.00 99.00 99.00 999 1024.4   3.7 999.0   1.0 99.0 99.00
2016 01 09 14 00 103  4.0  4.4 99.00 99.00 99.00 999 1024.5   3.8 999.0   1.2 99.0 99.00
2016 01 09 15 00   6  7.9  9.2 99.00 99.00 99.00 999 1024.9   2.1 999.0   1.0 99.0 99.00
2016 01 09 16 00   9  6.6  7.2 99.00 99.00 99.00 999 1024.9   2.1 999.0   1.4 99.0 99.00
2016 01 09 17 00  12  7.5  8.2 99.00 99.00 99.00 999 1024.1   2.8 999.0   2.2 99.0 99.00
2016 01 09 18 00  21  8.0  8.3 99.00 99.00 99.00 999 1023.2   2.8 999.0   2.3 99.0 99.00
2016 01 09 19 00  24  7.2  7.8 99.00 99.00 99.00 999 1023.1   3.4 999.0   2.9 99.0 99.00
2016 01 09 20 00  19  6.5  7.0 99.00 99.00 99.00 999 1023.4   3.8 999.0   3.3 99.0 99.00
2016 01 09 21 00  46  6.4  6.9 99.00 99.00 99.00 999 1022.6   4.5 999.0   4.0 99.0 99.00
2016 01 09 22 00 125  5.6  6.5 99.00 99.00 99.00 999 1022.8   6.0 999.0   4.4 99.0 99.00
2016 01 09 23 00 108  6.0  6.3 99.00 99.00 99.00 999 1023.1   6.2 999.0   4.0 99.0 99.00
2016 01 10 00 00 110  6.4  7.1 99.00 99.00 99.00 999 1023.1   6.4 999.0   4.3 99.0 99.00
2016 01 10 01 00 110  6.8  7.0 99.00 99.00 99.00 999 1023.0   6.6 999.0   4.5 99.0 99.00
2016 01 10 02 00 125  7.1  7.5 99.00 99.00 99.00 999 1023.2   6.5 999.0   4.1 99.0 99.00
2016 01 10 03 00 119  9.3  9.8 99.00 99.00 99.00 999 1022.6   5.9 999.0   4.1 99.0 99.00
2016 01 10 04 00  96  3.7  4.0 99.00 99.00 99.00 999 1023.2   5.9 999.0   4.5 99.0 99.00
2016 01 10 05 00  56  3.1  3.4 99.00 99.00 99.00 999 1022.3   6.1 999.0   4.4 99.0 99.00
2016 01 10 06 00  82  6.9  7.4 99.00 99.00 99.00 999 1021.2   6.4 999.0   4.6 99.0 99.00
2016 01 10 07 00  67  8.3  8.9 99.00 99.00 99.00 999 1020.5   6.4 999.0   5.1 99.0 99.00
2016 01 10 08 00  71  8.2  8.5 99.00 99.00 99.00 999 1019.7   6.2 999.0   5.5 99.0 99.00
